object_type,download_datetime,raw_value
TweetRaw,2023-04-16T14:28:44.913474+01:00,"{'created_at': 'Sat Dec 17 17:00:49 +0000 2022', 'id': 1604159695190532096, 'id_str': '1604159695190532096', 'full_text': 'Great team spirit, lovely game, congrats to our southern neighbour and friend 🇭🇷Croatia for winning the 🥉bronze medal at the #FIFAWorldCup2022Qatar ⚽️.', 'truncated': False, 'display_text_range': [0, 151], 'entities': {'hashtags': [{'text': 'FIFAWorldCup2022Qatar', 'indices': [125, 147]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user_id': 1060452602633183232, 'user_id_str': '1060452602633183232', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 18, 'favorite_count': 219, 'reply_count': 25, 'quote_count': 1, 'conversation_id': 1604159695190532096, 'conversation_id_str': '1604159695190532096', 'favorited': False, 'retweeted': False, 'lang': 'en', 'supplemental_language': None}"
TweetRaw,2023-04-16T14:28:44.913963+01:00,"{'created_at': 'Mon Dec 19 03:45:36 +0000 2022', 'id': 1604684348216659970, 'id_str': '1604684348216659970', 'full_text': 'Most viral pic of the year 2022\n#Messi \n#Argentina\n#Champions\n#FifaWorldcup2022Qatar\n🏆🏆🏆🇦🇷🇦🇷🇦🇷❤️❤️❤️ https://t.co/TtXfgJxaJU', 'truncated': False, 'display_text_range': [0, 100], 'entities': {'hashtags': [{'text': 'Messi', 'indices': [32, 38]}, {'text': 'Argentina', 'indices': [40, 50]}, {'text': 'Champions', 'indices': [51, 61]}, {'text': 'FifaWorldcup2022Qatar', 'indices': [62, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1604684345175728129, 'id_str': '1604684345175728129', 'indices': [101, 124], 'media_url': 'http://pbs.twimg.com/media/FkT76PLUYAExNiS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkT76PLUYAExNiS.jpg', 'url': 'https://t.co/TtXfgJxaJU', 'display_url': 'pic.twitter.com/TtXfgJxaJU', 'expanded_url': 'https://twitter.com/NawabHimel/status/1604684348216659970/photo/1', 'type': 'photo', 'original_info': {'width': 500, 'height': 504, 'focus_rects': [{'x': 0, 'y': 23, 'h': 280, 'w': 500}, {'x': 0, 'y': 0, 'h': 500, 'w': 500}, {'x': 0, 'y': 0, 'h': 504, 'w': 442}, {'x': 88, 'y': 0, 'h': 504, 'w': 252}, {'x': 0, 'y': 0, 'h': 504, 'w': 500}]}, 'sizes': {'medium': {'w': 500, 'h': 504, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 500, 'h': 504, 'resize': 'fit'}, 'small': {'w': 500, 'h': 504, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1604684345175728129, 'id_str': '1604684345175728129', 'indices': [101, 124], 'media_url': 'http://pbs.twimg.com/media/FkT76PLUYAExNiS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkT76PLUYAExNiS.jpg', 'url': 'https://t.co/TtXfgJxaJU', 'display_url': 'pic.twitter.com/TtXfgJxaJU', 'expanded_url': 'https://twitter.com/NawabHimel/status/1604684348216659970/photo/1', 'type': 'photo', 'original_info': {'width': 500, 'height': 504, 'focus_rects': [{'x': 0, 'y': 23, 'h': 280, 'w': 500}, {'x': 0, 'y': 0, 'h': 500, 'w': 500}, {'x': 0, 'y': 0, 'h': 504, 'w': 442}, {'x': 88, 'y': 0, 'h': 504, 'w': 252}, {'x': 0, 'y': 0, 'h': 504, 'w': 500}]}, 'sizes': {'medium': {'w': 500, 'h': 504, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 500, 'h': 504, 'resize': 'fit'}, 'small': {'w': 500, 'h': 504, 'resize': 'fit'}}, 'media_key': '3_1604684345175728129', 'ext_media_availability': {'status': 'available'}, 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 19, 'green': 15, 'blue': 14}, 'percentage': 46.65}, {'rgb': {'red': 233, 'green': 227, 'blue': 229}, 'percentage': 22.62}, {'rgb': {'red': 125, 'green': 114, 'blue': 104}, 'percentage': 12.32}, {'rgb': {'red': 203, 'green': 174, 'blue': 115}, 'percentage': 6.53}, {'rgb': {'red': 139, 'green': 174, 'blue': 214}, 'percentage': 3.63}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user_id': 1172269196924747776, 'user_id_str': '1172269196924747776', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 7, 'reply_count': 0, 'quote_count': 0, 'conversation_id': 1604684348216659970, 'conversation_id_str': '1604684348216659970', 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_editable': True, 'lang': 'en', 'supplemental_language': None}"
TweetRaw,2023-04-16T14:28:44.914349+01:00,"{'created_at': 'Sun Dec 18 09:31:19 +0000 2022', 'id': 1604408959397347328, 'id_str': '1604408959397347328', 'full_text': 'Messi and Argentina Vs Mbappé and France in WORLD CUP FINAL 👀\n\nThis is going to be a BLOCKBUSTER 🍿\n\n#FIFAWorldCup\xa0\xa0\xa0#FIFAWorldCup2022Qatar #ArgentinaVsFrance https://t.co/54X7bmgli5', 'truncated': False, 'display_text_range': [0, 157], 'entities': {'hashtags': [{'text': 'FIFAWorldCup', 'indices': [100, 113]}, {'text': 'FIFAWorldCup2022Qatar', 'indices': [116, 138]}, {'text': 'ArgentinaVsFrance', 'indices': [139, 157]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1604408955685453826, 'id_str': '1604408955685453826', 'indices': [158, 181], 'media_url': 'http://pbs.twimg.com/media/FkQBcdYWQAId1Zd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkQBcdYWQAId1Zd.jpg', 'url': 'https://t.co/54X7bmgli5', 'display_url': 'pic.twitter.com/54X7bmgli5', 'expanded_url': 'https://twitter.com/MBSafdar/status/1604408959397347328/photo/1', 'type': 'photo', 'original_info': {'width': 1113, 'height': 1319, 'focus_rects': [{'x': 0, 'y': 696, 'h': 623, 'w': 1113}, {'x': 0, 'y': 206, 'h': 1113, 'w': 1113}, {'x': 0, 'y': 50, 'h': 1269, 'w': 1113}, {'x': 453, 'y': 0, 'h': 1319, 'w': 660}, {'x': 0, 'y': 0, 'h': 1319, 'w': 1113}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1113, 'h': 1319, 'resize': 'fit'}, 'small': {'w': 574, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1013, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1604408955685453826, 'id_str': '1604408955685453826', 'indices': [158, 181], 'media_url': 'http://pbs.twimg.com/media/FkQBcdYWQAId1Zd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkQBcdYWQAId1Zd.jpg', 'url': 'https://t.co/54X7bmgli5', 'display_url': 'pic.twitter.com/54X7bmgli5', 'expanded_url': 'https://twitter.com/MBSafdar/status/1604408959397347328/photo/1', 'type': 'photo', 'original_info': {'width': 1113, 'height': 1319, 'focus_rects': [{'x': 0, 'y': 696, 'h': 623, 'w': 1113}, {'x': 0, 'y': 206, 'h': 1113, 'w': 1113}, {'x': 0, 'y': 50, 'h': 1269, 'w': 1113}, {'x': 453, 'y': 0, 'h': 1319, 'w': 660}, {'x': 0, 'y': 0, 'h': 1319, 'w': 1113}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1113, 'h': 1319, 'resize': 'fit'}, 'small': {'w': 574, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1013, 'h': 1200, 'resize': 'fit'}}, 'media_key': '3_1604408955685453826', 'ext_media_availability': {'status': 'available'}, 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 130, 'green': 80, 'blue': 38}, 'percentage': 41.66}, {'rgb': {'red': 198, 'green': 151, 'blue': 81}, 'percentage': 18.04}, {'rgb': {'red': 238, 'green': 222, 'blue': 184}, 'percentage': 10.16}, {'rgb': {'red': 64, 'green': 35, 'blue': 24}, 'percentage': 6.61}, {'rgb': {'red': 50, 'green': 44, 'blue': 81}, 'percentage': 6.11}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user_id': 1196275579521253376, 'user_id_str': '1196275579521253376', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 13, 'favorite_count': 425, 'reply_count': 6, 'quote_count': 2, 'conversation_id': 1604408959397347328, 'conversation_id_str': '1604408959397347328', 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_editable': True, 'lang': 'en', 'supplemental_language': None}"
TweetRaw,2023-04-16T14:28:44.915191+01:00,"{'created_at': 'Sun Dec 18 19:01:22 +0000 2022', 'id': 1604552420872200192, 'id_str': '1604552420872200192', 'full_text': 'Football is nothing without Lionel Messi ♥️♥️♥️♥️\nWhat a career, What a player!!\nTake a bow, Lionel Messi. You achieved it all 🙌🙌\n#FifaWorldcup2022Qatar #FIFAWorldCup2022Final #FIFAWorldCup #ArgentinaVsFrance https://t.co/VI7SM60TCI', 'truncated': False, 'display_text_range': [0, 208], 'entities': {'hashtags': [{'text': 'FifaWorldcup2022Qatar', 'indices': [130, 152]}, {'text': 'FIFAWorldCup2022Final', 'indices': [153, 175]}, {'text': 'FIFAWorldCup', 'indices': [176, 189]}, {'text': 'ArgentinaVsFrance', 'indices': [190, 208]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1604552395391893504, 'id_str': '1604552395391893504', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD5v7WAAAFLWB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD5v7WAAAFLWB.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 887, 'focus_rects': [{'x': 0, 'y': 264, 'h': 403, 'w': 720}, {'x': 0, 'y': 105, 'h': 720, 'w': 720}, {'x': 0, 'y': 55, 'h': 821, 'w': 720}, {'x': 276, 'y': 0, 'h': 887, 'w': 444}, {'x': 0, 'y': 0, 'h': 887, 'w': 720}]}, 'sizes': {'small': {'w': 552, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 887, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 887, 'resize': 'fit'}}}, {'id': 1604552404388790274, 'id_str': '1604552404388790274', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD6RcXwAIdx8k.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD6RcXwAIdx8k.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1080, 'focus_rects': [{'x': 0, 'y': 42, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 27, 'y': 0, 'h': 1080, 'w': 540}, {'x': 0, 'y': 0, 'h': 1080, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 1080, 'resize': 'fit'}}}, {'id': 1604552409451208706, 'id_str': '1604552409451208706', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD6kTWIAIbbXX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD6kTWIAIbbXX.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 900, 'focus_rects': [{'x': 0, 'y': 136, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 157, 'y': 0, 'h': 900, 'w': 450}, {'x': 0, 'y': 0, 'h': 900, 'w': 720}]}, 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}, {'id': 1604552413184229379, 'id_str': '1604552413184229379', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD6yNXgAMUYib.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD6yNXgAMUYib.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 900, 'focus_rects': [{'x': 0, 'y': 46, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 112, 'y': 0, 'h': 900, 'w': 450}, {'x': 0, 'y': 0, 'h': 900, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1604552395391893504, 'id_str': '1604552395391893504', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD5v7WAAAFLWB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD5v7WAAAFLWB.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 887, 'focus_rects': [{'x': 0, 'y': 264, 'h': 403, 'w': 720}, {'x': 0, 'y': 105, 'h': 720, 'w': 720}, {'x': 0, 'y': 55, 'h': 821, 'w': 720}, {'x': 276, 'y': 0, 'h': 887, 'w': 444}, {'x': 0, 'y': 0, 'h': 887, 'w': 720}]}, 'sizes': {'small': {'w': 552, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 887, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 887, 'resize': 'fit'}}, 'media_key': '3_1604552395391893504', 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 224, 'green': 219, 'blue': 223}, 'percentage': 35.27}, {'rgb': {'red': 101, 'green': 89, 'blue': 75}, 'percentage': 31.02}, {'rgb': {'red': 195, 'green': 139, 'blue': 108}, 'percentage': 10.83}, {'rgb': {'red': 154, 'green': 100, 'blue': 96}, 'percentage': 3.86}, {'rgb': {'red': 154, 'green': 63, 'blue': 89}, 'percentage': 3.34}]}, 'ext_alt_text': None, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1604552404388790274, 'id_str': '1604552404388790274', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD6RcXwAIdx8k.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD6RcXwAIdx8k.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1080, 'focus_rects': [{'x': 0, 'y': 42, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 27, 'y': 0, 'h': 1080, 'w': 540}, {'x': 0, 'y': 0, 'h': 1080, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 1080, 'resize': 'fit'}}, 'media_key': '3_1604552404388790274', 'ext_media_availability': {'status': 'available'}, 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 231, 'green': 233, 'blue': 244}, 'percentage': 41.39}, {'rgb': {'red': 20, 'green': 16, 'blue': 15}, 'percentage': 33.97}, {'rgb': {'red': 158, 'green': 140, 'blue': 109}, 'percentage': 9.65}, {'rgb': {'red': 219, 'green': 186, 'blue': 125}, 'percentage': 2.93}, {'rgb': {'red': 109, 'green': 157, 'blue': 206}, 'percentage': 2.56}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1604552409451208706, 'id_str': '1604552409451208706', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD6kTWIAIbbXX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD6kTWIAIbbXX.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 900, 'focus_rects': [{'x': 0, 'y': 136, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 157, 'y': 0, 'h': 900, 'w': 450}, {'x': 0, 'y': 0, 'h': 900, 'w': 720}]}, 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'media_key': '3_1604552409451208706', 'ext_media_availability': {'status': 'available'}, 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 248, 'green': 222, 'blue': 192}, 'percentage': 37.97}, {'rgb': {'red': 126, 'green': 145, 'blue': 80}, 'percentage': 18.31}, {'rgb': {'red': 234, 'green': 180, 'blue': 123}, 'percentage': 8.68}, {'rgb': {'red': 76, 'green': 41, 'blue': 36}, 'percentage': 6.53}, {'rgb': {'red': 249, 'green': 246, 'blue': 245}, 'percentage': 3.91}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1604552413184229379, 'id_str': '1604552413184229379', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/FkSD6yNXgAMUYib.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkSD6yNXgAMUYib.jpg', 'url': 'https://t.co/VI7SM60TCI', 'display_url': 'pic.twitter.com/VI7SM60TCI', 'expanded_url': 'https://twitter.com/JafarRazi/status/1604552420872200192/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 900, 'focus_rects': [{'x': 0, 'y': 46, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 112, 'y': 0, 'h': 900, 'w': 450}, {'x': 0, 'y': 0, 'h': 900, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}, 'media_key': '3_1604552413184229379', 'ext_media_availability': {'status': 'available'}, 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 19, 'green': 16, 'blue': 15}, 'percentage': 40.8}, {'rgb': {'red': 212, 'green': 210, 'blue': 221}, 'percentage': 25.87}, {'rgb': {'red': 138, 'green': 124, 'blue': 119}, 'percentage': 13.07}, {'rgb': {'red': 194, 'green': 171, 'blue': 122}, 'percentage': 8.73}, {'rgb': {'red': 93, 'green': 161, 'blue': 212}, 'percentage': 4.14}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user_id': 547010027, 'user_id_str': '547010027', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 9, 'reply_count': 2, 'quote_count': 0, 'conversation_id': 1604552420872200192, 'conversation_id_str': '1604552420872200192', 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_editable': True, 'lang': 'en', 'supplemental_language': None}"
TweetRaw,2023-04-16T14:28:44.915557+01:00,"{'created_at': 'Thu Dec 15 18:08:17 +0000 2022', 'id': 1603451898081812480, 'id_str': '1603451898081812480', 'full_text': 'Palestinian singer Dalal Abu Amna wears both the #Palestinian and #Moroccan scarves during the Morocco-France World Cup semi-final match. 🇲🇦🇵🇸\n#FIFAWorldCup2022Qatar \n#FIFAWorldCup \n#كأس_العالم_قطر2022 https://t.co/ZR5iW85kpP', 'truncated': False, 'display_text_range': [0, 201], 'entities': {'hashtags': [{'text': 'Palestinian', 'indices': [49, 61]}, {'text': 'Moroccan', 'indices': [66, 75]}, {'text': 'FIFAWorldCup2022Qatar', 'indices': [143, 165]}, {'text': 'FIFAWorldCup', 'indices': [167, 180]}, {'text': 'كأس_العالم_قطر2022', 'indices': [182, 201]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1603451895036760065, 'id_str': '1603451895036760065', 'indices': [202, 225], 'media_url': 'http://pbs.twimg.com/media/FkCbAMoX0AEyUgf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkCbAMoX0AEyUgf.jpg', 'url': 'https://t.co/ZR5iW85kpP', 'display_url': 'pic.twitter.com/ZR5iW85kpP', 'expanded_url': 'https://twitter.com/Taysirbalbisi/status/1603451898081812480/photo/1', 'type': 'photo', 'original_info': {'width': 1080, 'height': 1522, 'focus_rects': [{'x': 0, 'y': 192, 'h': 605, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1080, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1231, 'w': 1080}, {'x': 190, 'y': 0, 'h': 1522, 'w': 761}, {'x': 0, 'y': 0, 'h': 1522, 'w': 1080}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1522, 'resize': 'fit'}, 'small': {'w': 483, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 852, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1603451895036760065, 'id_str': '1603451895036760065', 'indices': [202, 225], 'media_url': 'http://pbs.twimg.com/media/FkCbAMoX0AEyUgf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FkCbAMoX0AEyUgf.jpg', 'url': 'https://t.co/ZR5iW85kpP', 'display_url': 'pic.twitter.com/ZR5iW85kpP', 'expanded_url': 'https://twitter.com/Taysirbalbisi/status/1603451898081812480/photo/1', 'type': 'photo', 'original_info': {'width': 1080, 'height': 1522, 'focus_rects': [{'x': 0, 'y': 192, 'h': 605, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1080, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1231, 'w': 1080}, {'x': 190, 'y': 0, 'h': 1522, 'w': 761}, {'x': 0, 'y': 0, 'h': 1522, 'w': 1080}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1522, 'resize': 'fit'}, 'small': {'w': 483, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 852, 'h': 1200, 'resize': 'fit'}}, 'media_key': '3_1603451895036760065', 'ext_media_availability': {'status': 'available'}, 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 208, 'green': 198, 'blue': 187}, 'percentage': 32.93}, {'rgb': {'red': 175, 'green': 183, 'blue': 202}, 'percentage': 9.45}, {'rgb': {'red': 85, 'green': 146, 'blue': 96}, 'percentage': 7.09}, {'rgb': {'red': 242, 'green': 3, 'blue': 6}, 'percentage': 5.63}, {'rgb': {'red': 193, 'green': 253, 'blue': 29}, 'percentage': 5.58}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user_id': 249625963, 'user_id_str': '249625963', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 15, 'reply_count': 0, 'quote_count': 0, 'conversation_id': 1603451898081812480, 'conversation_id_str': '1603451898081812480', 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'possibly_sensitive_editable': True, 'lang': 'en', 'supplemental_language': None}"
